ID,ageCategoryWeight,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
15221,5773,1,17121.0,1834.0,3,1,7
15222,5138,0,16564.0,1617.0,3,1,7
15223,5529,1,19522.0,2708.0,12,4,4
15224,1723,0,23693.0,2739.0,3,1,7
15225,1723,1,13906.333333333334,781.6666666666666,9,3,4
15226,5138,1,19658.0,2420.0,3,1,7
15227,4038,1,23223.0,2730.0,3,1,7
15228,4041,1,18293.0,2163.0,3,1,7
15229,1723,1,16244.666666666666,1641.0,9,3,5
15230,5529,1,20218.75,2919.5,12,4,4
15231,2553,1,18880.0,2277.0,3,1,7
15232,4041,0,17547.0,1982.0,3,1,7
15233,5138,1,16025.0,1434.0,3,1,7
15234,5773,0,17513.0,1975.0,3,1,7
15235,1289,0,25182.0,2763.0,3,1,7
15236,5529,0,12386.0,206.0,3,1,7
15237,5138,0,20939.0,2587.0,3,1,7
15238,5529,1,21015.0,2593.0,3,1,7
15239,1723,0,19868.0,2451.0,3,1,7
15240,5138,0,13186.5,364.5,6,2,6
15241,5138,0,15272.0,1157.0,3,1,7
15242,5138,1,12453.0,231.0,3,1,7
15243,630,1,26611.0,2769.0,3,1,7
15244,5138,0,13059.0,387.0,3,1,7
15245,5773,0,16985.0,1777.0,3,1,7
15246,5138,1,11380.0,87.0,3,1,7
15247,5773,1,12263.0,185.0,3,1,7
15248,5529,1,15674.0,1309.0,3,1,7
15249,2553,0,22079.0,3017.5,6,2,5
15250,2553,1,23541.0,2735.0,3,1,7
15251,5138,0,15615.5,1214.5,6,2,6
15252,23,1,23762.0,3035.3333333333335,9,3,5
15253,5773,0,18147.0,2132.0,3,1,7
15254,5138,0,16226.0,1498.0,3,1,7
15255,5773,0,17195.0,1855.0,3,1,7
15256,5773,1,15251.0,1151.0,3,1,7
15257,4038,1,15334.0,1180.0,3,1,7
15258,2553,1,14127.0,765.0,3,1,7
15259,5773,0,13408.0,507.0,3,1,7
15260,5138,0,12490.0,239.0,3,1,7
15261,4038,1,12413.0,219.0,3,1,7
15262,5773,0,15844.0,1384.0,3,1,7
15263,5773,0,19500.0,2383.0,3,1,7
15264,4041,0,17580.0,1992.0,3,1,7
15265,5138,0,14961.0,1035.0,3,1,7
15266,5138,1,11409.0,97.0,3,1,7
15267,630,1,16662.333333333332,1758.0,9,3,4
15268,5138,0,12472.0,236.0,3,1,7
15269,4038,1,17927.0,2073.0,3,1,7
15270,5529,1,13805.0,639.0,3,1,7
15271,5138,1,14126.0,764.0,3,1,7
15272,5773,1,18033.0,2103.0,3,1,7
15273,1289,0,18849.0,2269.0,3,1,7
15274,5138,0,13164.0,431.0,3,1,7
15275,5773,1,14438.0,874.0,3,1,7
15276,1723,1,18826.0,2261.0,3,1,7
15277,2553,1,15305.0,1167.0,3,1,7
15278,1289,1,25402.0,2765.0,3,1,7
15279,5138,1,14142.5,936.5,6,2,5
15280,5773,1,16824.5,1668.0,6,2,6
15281,5773,1,13797.0,637.0,3,1,7
15282,5529,1,17028.0,1790.0,3,1,7
15283,1723,1,14352.0,847.0,3,1,7
15284,4041,1,13925.0,684.0,3,1,7
15285,5773,1,15530.0,1260.0,3,1,7
15286,5138,0,15582.0,1277.0,3,1,7
15287,5773,0,17241.0,1869.0,3,1,7
15288,1723,0,15326.0,1177.0,3,1,7
15289,1723,0,16312.0,1531.0,3,1,7
15290,5529,0,14882.8,1084.4,16,5,1
15291,4041,1,12958.0,352.0,3,1,7
15292,1289,1,20348.0,2516.0,3,1,7
15293,5773,1,15224.0,1140.0,3,1,7
15294,5529,0,17749.0,2023.0,3,1,7
15295,5529,0,17547.0,1982.0,3,1,7
15296,5773,1,14459.0,883.0,3,1,7
15297,1723,1,20287.0,2507.0,3,1,7
15298,4038,1,15673.0,1308.0,3,1,7
15299,1723,0,13375.0,499.0,3,1,7
15300,4041,1,16886.0,1750.0,3,1,7
15301,5773,1,12446.0,227.0,3,1,7
15302,1723,1,17382.0,1918.0,3,1,7
15303,5138,1,14303.5,727.0,6,2,6
15304,200,0,18001.0,2099.0,3,1,7
15305,5529,0,16419.0,1568.0,3,1,7
15306,4038,1,13965.0,697.0,3,1,7
15307,1723,1,15676.0,1311.0,3,1,7
15308,5138,0,14945.0,1025.0,3,1,7
15309,315,1,12902.0,340.0,3,1,7
15310,5138,1,13880.0,671.0,3,1,7
15311,5138,0,18838.0,2266.0,3,1,7
15312,4041,0,19587.0,2397.0,3,1,7
15313,1723,1,10099.0,16.0,3,1,7
15314,5773,1,13193.666666666666,368.0,10,3,2
15315,5773,1,14040.0,730.0,3,1,7
15316,5529,1,16083.0,1452.0,3,1,7
15317,5529,1,15653.0,1297.0,3,1,7
15318,4038,0,13352.0,502.0,6,2,4
15319,5138,1,13168.0,435.0,3,1,7
15320,4038,0,21590.0,2637.0,3,1,7
15321,5138,1,15755.0,1346.0,3,1,7
15322,1723,1,13589.0,558.0,3,1,7
15323,1723,1,15352.0,1187.0,3,1,7
15324,5773,1,13480.0,528.0,3,1,7
15325,5138,1,15912.0,1408.0,3,1,7
15326,5529,1,12557.5,225.0,7,2,2
15327,1723,1,16137.0,1462.0,3,1,7
15328,5529,1,15420.0,1217.0,3,1,7
15329,4038,0,17709.0,2010.0,3,1,7
15330,5138,1,15431.0,1218.0,3,1,7
15331,5773,0,16500.0,1596.0,3,1,7
15332,5138,0,17024.0,1789.0,3,1,7
15333,5773,0,16544.0,1611.0,3,1,7
15334,1723,1,13412.5,451.5,6,2,6
15335,5773,1,15226.0,1143.0,3,1,7
15336,5529,1,17805.0,2040.0,3,1,7
15337,1723,1,10567.0,28.0,3,1,7
15338,4041,1,11538.5,93.5,6,2,6
15339,5529,1,13614.0,569.0,3,1,7
15340,5138,1,12448.0,228.0,3,1,7
15341,5138,1,17441.0,1948.0,3,1,7
15342,4041,0,15829.0,1376.0,3,1,7
15343,5529,1,14041.0,575.0,3,1,6
15344,2553,1,15751.0,1177.0,3,1,6
15345,5138,0,21922.0,2742.0,3,1,6
15346,5529,1,15877.666666666666,1599.3333333333333,9,3,4
15347,4038,0,13947.0,536.0,3,1,6
15348,5138,1,13847.0,502.0,3,1,6
15349,4041,0,18221.0,2118.0,3,1,6
15350,5773,1,15691.0,1158.0,3,1,6
15351,4041,0,18198.0,2111.0,3,1,6
15352,4041,0,16675.0,1564.0,3,1,6
15353,1723,0,17535.0,1878.0,3,1,6
15354,1289,0,20283.0,2556.0,3,1,6
15355,2553,0,19156.0,2328.0,3,1,6
15356,1723,1,19163.0,2332.0,3,1,6
15357,4041,0,16008.0,1287.0,3,1,6
15358,5529,0,16021.0,1297.0,3,1,6
15359,5138,1,14215.0,643.0,3,1,6
15360,4038,0,20692.0,2614.0,3,1,6
15361,4041,1,12994.0,283.0,3,1,6
15362,5773,1,17891.0,2010.0,3,1,6
15363,2553,0,15553.0,1110.0,3,1,6
15364,5138,1,11454.0,71.0,3,1,6
15365,5529,1,12477.0,180.0,3,1,6
15366,2553,1,15814.0,1216.0,3,1,6
15367,5529,1,14217.5,649.5,7,2,2
15368,5138,0,12443.0,172.0,3,1,6
15369,5138,1,19797.0,2466.0,3,1,6
15370,4038,1,16278.0,1407.0,3,1,6
15371,5773,1,13765.0,565.5,6,2,4
15372,1289,1,21354.0,2683.0,3,1,6
15373,2553,0,19831.0,2478.0,3,1,6
15374,5529,1,16485.5,1741.0,6,2,5
15375,5773,0,14446.0,948.0,6,2,5
15376,5138,1,15079.0,924.0,3,1,6
15377,2553,1,18013.0,2058.0,3,1,6
15378,5138,0,15887.0,1241.0,3,1,6
15379,4038,0,17817.0,1982.0,3,1,6
15380,5773,1,20406.0,2576.0,3,1,6
15381,5138,1,11909.5,146.0,6,2,5
15382,5529,1,14259.0,663.0,3,1,6
15383,5773,1,17220.0,1782.0,3,1,6
15384,1289,1,14726.0,817.0,3,1,6
15385,4041,1,14767.0,993.5,6,2,5
15386,5529,1,14300.0,685.0,3,1,6
15387,4041,0,18633.5,2506.5,6,2,5
15388,5138,1,13832.0,498.0,3,1,6
15389,5773,1,15895.0,1243.0,3,1,6
15390,4038,1,15061.0,914.0,3,1,6
15391,5529,1,11231.0,55.0,3,1,6
15392,5529,1,17995.0,2048.0,3,1,6
15393,5773,0,16408.0,1459.0,3,1,6
15394,4041,0,15742.0,1174.0,3,1,6
15395,4041,1,12212.0,147.0,3,1,6
15396,5138,1,14103.0,778.0,6,2,5
15397,2553,1,22741.0,2788.0,3,1,6
15398,4038,1,17227.0,1783.0,3,1,6
15399,2553,1,16730.0,1585.0,3,1,6
15400,5138,1,14284.0,677.0,3,1,6
15401,2553,1,21142.0,2664.0,3,1,6
15402,5773,0,13293.5,427.0,7,2,1
15403,5138,0,15117.0,939.0,3,1,6
15404,5529,0,20450.0,2582.0,3,1,6
15405,4041,0,17179.0,1768.0,3,1,6
15406,4041,1,17791.0,1972.0,3,1,6
15407,1723,0,14334.0,869.6666666666666,9,3,4
15408,4038,0,18725.5,2534.0,6,2,5
15409,5138,0,22560.0,2779.0,3,1,6
15410,5773,1,14643.0,792.0,3,1,6
15411,1723,0,15304.0,1006.0,3,1,6
15412,5138,1,11282.0,58.0,3,1,6
15413,4041,0,16796.0,1607.0,3,1,6
15414,4041,0,15382.0,1043.0,3,1,6
15415,5529,0,18432.0,2174.0,3,1,6
15416,4041,0,16997.0,1689.0,3,1,6
15417,5529,0,13873.0,708.5,6,2,5
15418,5138,1,14887.0,855.0,3,1,6
15419,4038,1,19520.0,2415.0,3,1,6
15420,5529,1,15702.0,1161.0,3,1,6
15421,4041,1,13841.0,500.0,3,1,6
15422,5138,1,14660.0,797.0,3,1,6
15423,1289,1,14710.0,810.0,3,1,6
15424,4038,1,18933.0,2279.0,3,1,6
15425,1289,0,15795.0,1203.0,3,1,6
15426,5138,0,15442.0,1066.0,3,1,6
15427,5138,0,14847.0,846.0,3,1,6
15428,4041,1,17589.5,1931.5,7,2,2
15429,4038,1,21113.0,2659.0,3,1,6
15430,5773,0,20044.0,2515.0,3,1,6
15431,5773,1,16735.0,1588.0,3,1,6
15432,5529,1,14365.0,710.0,3,1,6
15433,5773,1,12541.0,192.0,3,1,6
15434,5138,1,14883.0,853.0,3,1,6
15435,5138,0,23380.0,2815.0,3,1,6
15436,4041,1,19922.0,2490.0,3,1,6
15437,5773,0,17703.0,1936.0,3,1,6
15438,5773,1,17966.0,2038.0,3,1,6
15439,5529,1,16882.0,1642.0,3,1,6
15440,5773,1,16867.0,1638.0,3,1,6
15441,5529,1,14028.0,567.0,3,1,6
15442,1289,0,18011.0,2054.0,3,1,6
15443,5138,1,17147.0,1754.0,3,1,6
15444,630,1,19067.0,2308.0,3,1,6
15445,5138,1,15399.0,1293.5,6,2,5
15446,4038,1,14138.333333333334,755.6666666666666,10,3,2
15447,1723,1,18918.0,2274.0,3,1,6
15448,4041,1,19273.0,2352.0,3,1,6
15449,5529,1,15182.0,960.0,3,1,6
15450,5773,0,17788.0,1968.0,3,1,6
15451,4038,0,26758.0,2882.0,3,1,6
15452,5138,0,13969.0,548.0,3,1,6
15453,4041,0,14136.0,614.0,3,1,6
15454,2553,1,17150.0,1758.0,3,1,6
15455,5138,0,12366.0,159.0,3,1,6
15456,2553,1,13972.0,549.0,3,1,6
15457,4038,1,18178.0,2101.0,3,1,6
15458,2553,0,19377.0,2379.0,3,1,6
15459,5773,1,20631.0,2605.0,3,1,6
15460,4041,0,18268.0,2129.0,3,1,6
15461,5138,1,15757.0,1181.0,3,1,6
15462,5773,1,12003.0,124.0,3,1,6
15463,5138,0,20481.0,2586.0,3,1,6
15464,5138,1,17733.0,1946.0,3,1,6
15465,2553,1,14303.5,867.5,6,2,4
15466,5138,1,13963.0,540.0,3,1,6
15467,4038,1,14240.5,776.5,6,2,4
15468,4041,1,19257.0,2349.0,3,1,6
15469,5773,1,15411.0,1052.0,3,1,6
15470,4038,1,16878.0,1641.0,3,1,6
15471,5773,1,16205.0,1373.0,3,1,6
15472,2553,1,17815.0,1980.0,3,1,6
15473,4038,1,19365.0,2374.0,3,1,6
15474,5138,1,22259.0,2767.0,3,1,6
15475,5529,1,16214.333333333334,1446.3333333333333,11,3,1
15476,5529,1,17898.0,2014.0,3,1,6
15477,5773,1,12438.0,230.5,6,2,4
15478,4038,1,20439.0,2580.0,3,1,6
15479,5138,1,18218.0,2114.0,3,1,6
15480,5773,1,15379.0,1041.0,3,1,6
15481,5138,1,12647.0,209.0,3,1,6
15482,5138,1,15424.0,1060.0,3,1,6
15483,1289,1,20320.0,2558.0,3,1,6
15484,1289,1,18411.0,2171.0,3,1,6
15485,5529,1,15391.5,1265.0,6,2,5
15486,5529,0,14183.0,628.0,3,1,6
15487,1723,1,19522.0,2417.0,3,1,6
15488,4041,0,17105.0,1731.0,3,1,6
15489,5138,0,16969.0,1676.0,3,1,6
15490,4038,1,11602.5,97.5,6,2,4
15491,4041,0,15453.0,1071.0,3,1,6
15492,4041,0,17256.0,1791.0,3,1,6
15493,5138,1,18651.0,2209.0,3,1,6
15494,5529,1,13763.0,464.0,3,1,6
15495,5138,0,21202.0,2670.0,3,1,6
15496,4041,1,13936.0,532.0,3,1,6
15497,5138,0,18347.0,2149.0,3,1,6
15498,5138,0,22153.0,2761.0,3,1,6
15499,4041,1,13403.0,367.0,3,1,6
15500,2553,1,23777.0,2832.0,3,1,6
15501,4041,1,14033.0,572.0,3,1,6
15502,4041,1,13639.0,415.0,3,1,6
15503,5529,0,18166.0,2098.0,3,1,6
15504,1723,0,20180.0,2541.0,3,1,6
15505,5773,1,16253.0,1393.0,3,1,6
15506,5138,1,21219.0,2672.0,3,1,6
15507,5138,1,18393.0,2163.0,3,1,6
15508,1723,1,15007.0,894.0,3,1,6
15509,1289,0,20391.0,2572.0,3,1,6
15510,4041,1,14814.0,836.0,3,1,6
15511,5138,1,16103.5,1621.5,6,2,5
15512,1289,1,19149.0,2327.0,3,1,6
15513,5529,1,11956.0,119.0,3,1,6
15514,5138,0,18466.0,2182.0,3,1,6
15515,5138,0,14668.0,900.0,6,2,4
15516,4041,1,10143.0,11.0,3,1,6
15517,4038,1,11540.0,80.0,3,1,6
15518,4038,0,16316.5,1681.5,6,2,5
15519,2553,1,15090.5,1127.0,14,4,1
15520,5138,1,15676.0,1152.0,3,1,6
15521,315,1,16149.0,1355.0,3,1,6
15522,5529,1,16466.0,1483.0,3,1,6
15523,4038,1,18804.0,2244.0,3,1,6
15524,4041,1,15754.0,1178.0,3,1,6
15525,2553,1,16013.0,1540.5,6,2,4
15526,5773,1,14013.5,662.5,6,2,4
15527,5773,1,11867.0,138.5,6,2,5
15528,5138,0,16842.0,1627.0,3,1,6
15529,1289,1,19748.0,2457.0,3,1,6
15530,4041,0,17989.0,2047.0,3,1,6
15531,5529,1,16011.0,1289.0,3,1,6
15532,5773,1,15741.0,1172.0,3,1,6
15533,4038,1,15592.0,1127.0,3,1,6
15534,5138,1,14206.0,642.0,3,1,6
15535,5529,1,18249.0,2126.0,3,1,6
15536,1723,0,18410.0,2170.0,3,1,6
15537,5773,1,19126.0,2767.0,6,2,4
15538,5138,1,14557.0,779.0,3,1,6
15539,5138,1,17619.0,1913.0,3,1,6
15540,2553,1,14353.0,706.0,3,1,6
15541,5138,0,16921.0,1655.0,3,1,6
15542,2553,1,19398.0,2383.0,3,1,6
15543,5773,1,22171.0,2763.0,3,1,6
15544,2553,1,11502.666666666666,91.0,10,3,2
15545,5529,1,16233.0,1384.0,3,1,6
15546,5138,0,22271.0,2768.0,3,1,6
15547,5773,1,14950.333333333334,1139.0,9,3,4
15548,5773,1,16116.0,1339.0,3,1,6
15549,4041,0,20833.0,2629.0,3,1,6
15550,4041,1,19751.0,2460.0,3,1,6
15551,5138,1,16085.0,1328.0,3,1,6
15552,630,1,22796.0,3366.0,9,3,4
15553,5773,0,15343.0,1024.0,3,1,6
15554,5138,1,15364.0,1033.0,3,1,6
15555,5138,1,18076.0,2070.0,3,1,6
15556,315,0,23479.0,2817.0,3,1,6
15557,2553,0,16994.0,1686.0,3,1,6
15558,1723,0,17868.0,2002.0,3,1,6
15559,5138,1,13927.0,529.0,3,1,6
15560,5529,1,17536.0,1879.0,3,1,6
15561,5529,1,17789.0,1971.0,3,1,6
15562,2553,1,17189.0,1774.0,3,1,6
15563,5138,0,14386.0,724.0,3,1,6
15564,1723,1,15803.0,1210.0,3,1,6
15565,1723,1,14091.0,599.0,3,1,6
15566,5773,0,16447.0,1475.0,3,1,6
15567,4041,1,17833.0,1987.0,3,1,6
15568,5138,0,17068.0,1714.0,3,1,6
15569,5138,1,14696.0,986.0,6,2,4
15570,315,1,16206.0,1375.0,3,1,6
15571,4041,1,13536.0,394.0,3,1,6
15572,5773,0,16617.0,1540.0,3,1,6
15573,1723,0,18435.0,2177.0,3,1,6
15574,5529,1,16371.0,1443.0,3,1,6
15575,5138,0,18969.0,2286.0,3,1,6
15576,4041,0,13449.0,378.0,3,1,6
15577,5529,1,13619.0,408.0,3,1,6
15578,4041,1,13694.0,438.0,3,1,6
15579,4038,1,16708.0,1580.0,3,1,6
15580,5138,0,19158.0,2329.0,3,1,6
15581,4038,0,16396.0,1454.0,3,1,6
15582,5138,0,15924.0,1254.0,3,1,6
15583,5773,1,14359.0,707.0,3,1,6
15584,5529,1,16638.0,1545.0,3,1,6
15585,5773,1,16100.0,1331.0,3,1,6
15586,4041,1,16236.0,1385.0,3,1,6
15587,5529,0,14197.666666666666,786.3333333333334,10,3,2
15588,5138,0,20469.0,2585.0,3,1,6
15589,5773,1,16738.0,1856.0,6,2,5
15590,5773,0,14134.0,613.0,3,1,6
15591,5773,1,14454.0,749.0,3,1,6
15592,4041,0,20633.0,2606.0,3,1,6
15593,5773,1,17415.0,1842.0,3,1,6
15594,5773,1,15271.0,991.0,3,1,6
15595,4038,0,19398.0,2383.0,3,1,6
15596,1723,0,14195.0,633.0,3,1,6
15597,4041,1,16647.0,1552.0,3,1,6
15598,4041,1,13366.5,365.0,7,2,2
15599,5773,1,16641.0,1548.0,3,1,6
15600,2553,1,16147.0,1354.0,3,1,6
15601,2553,1,15857.0,1232.0,3,1,6
15602,5773,1,13034.0,292.0,3,1,6
15603,4038,0,20109.0,2528.0,3,1,6
15604,4041,1,15966.0,1270.0,3,1,6
15605,4041,1,25267.0,2875.0,3,1,6
15606,2553,1,17401.0,1839.0,3,1,6
15607,5773,0,14028.0,567.0,3,1,6
15608,315,0,15428.5,1309.0,6,2,5
15609,5529,0,21726.0,2727.0,3,1,6
15611,4038,0,17301.333333333332,2208.6666666666665,9,3,4
15612,5773,0,14326.0,694.0,3,1,6
15613,5138,1,12823.0,244.0,3,1,6
15614,5773,1,12070.0,128.0,3,1,6
15615,1723,0,14817.0,837.0,3,1,6
15616,1289,0,21949.0,2746.0,3,1,6
15617,5138,1,19373.0,2378.0,3,1,6
15618,5138,1,16166.0,1362.0,3,1,6
15619,5773,1,20861.0,2632.0,3,1,6
15620,1723,0,17096.0,1724.0,3,1,6
15621,5529,1,15986.0,1659.0,9,3,4
15622,4038,0,19076.0,2804.0,9,3,4
15623,1723,1,15892.0,1242.0,3,1,6
15624,1289,0,21430.0,2694.0,3,1,6
15625,5773,0,21901.0,2741.0,3,1,6
15626,5138,0,21782.0,2733.0,3,1,6
15627,5138,1,14379.0,717.0,3,1,6
15628,4038,1,14891.0,857.0,3,1,6
15629,5529,0,13190.0,324.0,3,1,6
15630,5773,1,14812.0,835.0,3,1,6
15631,4041,1,14235.0,649.0,3,1,6
15632,5773,0,18015.0,2059.0,3,1,6
15633,5773,1,16439.0,1471.0,3,1,6
15634,5529,0,18694.0,2227.0,3,1,6
15635,2553,1,15568.0,1115.0,3,1,6
15636,1723,1,17313.0,1811.0,3,1,6
15637,5138,1,14138.0,616.0,3,1,6
15638,5529,0,15890.666666666666,1618.3333333333333,9,3,4
15639,5529,0,15791.0,1487.5,6,2,5
15640,1723,0,16298.0,1410.0,3,1,6
15641,4038,0,20103.0,2527.0,3,1,6
15642,5138,0,14348.0,704.0,3,1,6
15643,4038,1,16963.0,1672.0,3,1,6
15644,4041,1,20246.0,2550.0,3,1,6
15645,2553,0,19534.0,2421.0,3,1,6
15646,5138,1,20945.0,2642.0,3,1,6
15647,4038,1,22778.0,2794.0,3,1,6
15648,2553,0,17428.0,1844.0,3,1,6
15649,5529,1,19098.0,2661.5,6,2,5
15650,5138,0,16663.0,1561.0,3,1,6
15651,1723,0,19945.0,2497.0,3,1,6
15652,4041,0,14508.0,767.0,3,1,6
15653,5529,1,21492.0,2703.0,3,1,6
15654,1723,0,14195.0,633.0,3,1,6
15655,98,1,12999.0,356.5,6,2,5
15656,1289,1,12625.0,202.0,3,1,6
15657,5138,1,19531.0,2419.0,3,1,6
15658,5773,0,17244.0,1786.0,3,1,6
15659,315,0,22954.0,2801.0,3,1,6
15660,5138,1,15841.0,1224.0,3,1,6
15661,4041,0,17113.0,1734.0,3,1,6
15662,1723,1,14972.0,1254.5,6,2,4
15663,5138,0,13937.0,533.0,3,1,6
15664,5138,1,17020.0,1697.0,3,1,6
15665,5529,1,18484.0,2184.0,3,1,6
15666,4038,1,16096.0,1329.0,3,1,6
15667,5529,1,12017.0,126.0,3,1,6
15668,2553,1,14364.0,709.0,3,1,6
15669,5529,1,16709.0,1652.5,7,2,2
15670,4038,1,15880.0,1239.0,3,1,6
15671,2553,0,20569.0,2598.0,3,1,6
15672,4038,1,16473.75,1620.0,14,4,1
15673,1723,1,13410.0,522.5,6,2,5
15674,5773,1,14423.0,737.0,3,1,6
15675,4041,0,22701.0,3129.5,6,2,5
15676,4038,1,15760.0,1183.0,3,1,6
15677,5138,1,11115.0,49.0,3,1,6
15678,2553,1,16267.0,1401.0,3,1,6
15679,4041,1,13061.0,298.0,3,1,6
15680,1723,0,14183.0,628.0,3,1,6
15681,4041,0,16305.0,1416.0,3,1,6
15682,1723,1,19124.0,2320.0,3,1,6
15683,5773,1,15341.0,1274.0,6,2,5
15684,4038,1,12744.5,325.5,6,2,5
15685,1289,1,18189.0,2105.0,3,1,6
15686,4038,1,16530.0,1511.0,3,1,6
15687,4038,1,22685.0,2782.0,3,1,6
15688,5773,1,15506.0,1087.0,3,1,6
15689,4038,1,16334.0,1429.0,3,1,6
15690,5773,1,18929.0,2278.0,3,1,6
15691,5138,1,20758.0,2616.0,3,1,6
15692,5529,0,15256.0,982.0,3,1,6
15693,2553,1,14104.5,732.0,6,2,5
15694,4041,1,13420.0,372.0,3,1,6
15695,4041,0,14541.0,776.0,3,1,6
15696,4041,1,18928.0,2277.0,3,1,6
15697,1289,1,15182.0,960.0,3,1,6
15698,4038,1,12129.0,138.0,3,1,6
15699,5529,1,13802.0,486.0,3,1,6
15700,4038,1,14402.333333333334,870.0,9,3,4
15701,5138,1,17740.5,2250.0,6,2,4
15702,5529,0,21206.0,3112.5,6,2,4
15703,4038,1,16223.0,1382.0,3,1,6
15704,1723,0,21625.0,2716.0,3,1,6
15705,5138,1,17266.0,1793.0,3,1,6
15706,4038,1,15364.0,1033.0,3,1,6
15707,5773,1,20279.5,3004.5,6,2,4
15708,4038,0,21674.25,3137.25,13,4,2
15709,4041,1,14859.0,849.0,3,1,6
15710,4041,1,19796.0,2465.0,3,1,6
15711,5773,1,13970.5,707.5,6,2,5
15712,5773,1,19183.0,2338.0,3,1,6
15713,5138,0,20638.0,2607.0,3,1,6
15714,1723,1,14453.0,748.0,3,1,6
15715,5773,0,15480.0,1081.0,3,1,6
15716,5529,1,17361.0,1824.0,3,1,6
15717,5529,0,22981.0,2803.0,3,1,6
15718,4041,1,19001.0,2295.0,3,1,6
15719,5773,1,19185.0,2340.0,3,1,6
15720,5138,1,15955.0,1265.0,3,1,6
15721,5138,1,14290.0,680.0,3,1,6
15722,5773,0,13855.0,505.0,3,1,6
15723,4041,0,15584.0,1124.0,3,1,6
15724,5773,1,13825.0,493.0,3,1,6
15725,5773,0,16685.0,1571.0,3,1,6
15726,4041,1,17961.0,2036.0,3,1,6
15727,5773,1,15118.333333333334,1224.6666666666667,9,3,4
15728,4038,1,17810.0,1978.0,3,1,6
15729,5138,1,15024.0,903.0,3,1,6
15730,5773,0,15622.0,1138.0,3,1,6
15731,5773,1,16238.0,1563.5,6,2,4
15732,4038,1,15028.0,906.0,3,1,6
15733,4038,0,18352.5,2484.5,6,2,5
15734,5529,1,12879.0,257.0,3,1,6
15735,2553,1,16494.0,1498.0,3,1,6
15736,5138,0,19986.0,2502.0,3,1,6
15737,5529,1,15322.0,1014.0,3,1,6
15738,4041,1,15105.0,933.0,3,1,6
15739,2553,0,13268.0,444.0,6,2,5
15740,5529,1,13691.0,433.0,3,1,6
15741,5529,1,12795.0,236.0,3,1,6
15742,2553,1,16534.0,1513.0,3,1,6
15743,5773,1,20802.0,2623.0,3,1,6
15744,4041,1,14922.0,869.0,3,1,6
15745,5773,1,17836.5,2203.5,6,2,5
15746,5529,1,19382.0,2381.0,3,1,6
15747,5138,0,21684.0,2722.0,3,1,6
15748,4038,1,16389.0,1832.3333333333333,9,3,4
15749,5773,1,16132.0,1348.0,3,1,6
15750,5138,1,16020.0,1294.0,3,1,6
15751,4041,0,14252.0,659.0,3,1,6
15752,5529,1,15422.0,1057.0,3,1,6
15753,5773,1,17611.0,1909.0,3,1,6
15754,5138,0,24293.0,2852.0,3,1,6
15755,4041,1,17649.0,2022.0,7,2,2
15756,5529,1,17906.0,2021.0,3,1,6
15757,1723,0,14389.0,726.0,3,1,6
15758,4038,0,16703.0,1577.0,3,1,6
15759,2553,0,20041.0,2511.0,3,1,6
15760,4038,0,20005.0,2507.0,3,1,6
15761,630,1,20204.0,2545.0,3,1,6
15762,5138,0,17465.0,1859.0,3,1,6
15763,5138,1,15460.0,1073.0,3,1,6
15764,5773,1,14101.0,764.5,6,2,5
15765,5529,1,19692.0,2450.0,3,1,6
15766,1289,1,21142.0,2664.0,3,1,6
15767,4041,1,14339.0,703.0,3,1,6
15768,4038,0,21391.0,2687.0,3,1,6
15769,5529,0,18589.0,2197.0,3,1,6
15770,4038,1,13665.0,422.0,3,1,6
15771,4038,1,18112.0,2083.0,3,1,6
15772,5138,0,18107.0,2080.0,3,1,6
15773,5529,1,16027.0,1300.0,3,1,6
15774,5138,1,17703.0,1936.0,3,1,6
15775,5773,1,16155.0,1679.0,9,3,4
15776,315,1,13260.5,459.0,6,2,5
15777,4038,1,14669.0,800.0,3,1,6
15778,4041,1,13154.0,315.0,3,1,6
15779,1723,0,16886.0,1736.0,7,2,2
15780,5773,1,11982.0,122.0,3,1,6
15781,5529,0,18216.5,2420.0,6,2,4
15782,5773,0,21563.0,2708.0,3,1,6
15783,4041,1,13229.0,333.0,3,1,6
15784,4041,0,19430.0,2394.0,3,1,6
15785,4038,1,17651.0,1926.0,3,1,6
15786,4038,1,14805.0,849.0,7,2,2
15787,4041,1,13595.0,405.0,3,1,6
15788,5773,0,18655.0,2211.0,3,1,6
15789,5529,1,16994.5,1943.0,6,2,4
15790,5138,1,15551.0,1109.0,3,1,6
15791,5529,1,13631.0,412.0,3,1,6
15792,2553,1,18260.0,2395.0,6,2,5
15793,5529,1,22401.0,2774.0,3,1,6
15794,4038,0,19521.0,2416.0,3,1,6
15795,1289,1,17958.0,2034.0,3,1,6
15796,5529,1,19731.0,2452.0,3,1,6
15797,5773,0,15799.0,1207.0,3,1,6
15798,5138,1,16207.0,1377.0,3,1,6
15799,5773,1,16751.666666666668,1846.3333333333333,10,3,2
15800,4041,0,18243.0,2121.0,3,1,6
15801,4038,1,12669.0,216.0,3,1,6
15802,5773,0,16204.333333333334,1702.0,9,3,4
15803,2553,1,16999.0,1690.0,3,1,6
15804,5529,1,16939.0,1663.0,3,1,6
15805,4038,1,18922.0,2275.0,3,1,6
15806,5138,0,17073.0,1717.0,3,1,6
