ID,ageCategoryWeight,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
10055,5773,1,15344.0,845.0,2,1,9
10056,5138,0,12737.0,186.0,2,1,9
10057,4041,1,12132.5,190.0,11,4,4
10058,1723,0,17025.0,1405.0,2,1,9
10059,5138,0,17569.0,1576.0,2,1,9
10060,5138,0,16548.0,1249.0,2,1,9
10061,5773,0,16704.0,1300.0,2,1,9
10062,5529,1,12583.0,163.0,2,1,9
10063,5138,1,9090.0,7.0,2,1,9
10064,1723,0,20580.0,2167.0,2,1,9
10065,2553,1,12531.0,150.0,2,1,9
10066,4041,1,15662.0,943.0,2,1,9
10067,4041,1,17417.0,1532.0,2,1,9
10068,5529,1,13806.0,585.5,5,2,5
10069,5773,1,12609.5,252.0,5,2,5
10070,4041,0,16709.0,1304.0,2,1,9
10071,5773,0,16393.5,1383.0,5,2,7
10072,5138,0,18023.0,1700.0,2,1,9
10073,5773,1,11796.0,62.0,2,1,9
10074,1723,0,16389.0,1200.0,2,1,9
10075,5529,0,16232.0,1153.0,2,1,9
10076,1723,0,17697.0,1604.0,2,1,9
10077,2553,1,15648.0,937.0,2,1,9
10078,4038,0,21264.0,2242.0,2,1,9
10079,5529,0,15972.0,1058.0,2,1,9
10080,5773,1,15477.0,888.0,2,1,9
10081,4038,0,24028.0,2470.0,2,1,9
10082,5138,1,16228.0,1150.0,2,1,9
10083,4041,1,14005.0,469.0,2,1,9
10084,5773,1,17676.0,1601.0,2,1,9
10085,5138,1,10495.0,22.0,2,1,9
10086,5773,1,13696.0,382.0,2,1,9
10087,2553,1,22493.0,2369.0,2,1,9
10088,4041,1,14528.0,759.3333333333334,8,3,6
10089,5773,0,17568.0,1574.0,2,1,9
10090,5773,0,15330.333333333334,1041.6666666666667,7,3,7
10091,4038,1,15725.0,973.0,2,1,9
10092,4041,0,13506.0,337.0,2,1,9
10093,4041,0,17101.0,1435.0,2,1,9
10094,5138,1,13395.0,312.0,2,1,9
10095,4041,0,17321.0,1507.0,2,1,9
10096,5529,0,13408.5,392.0,4,2,8
10097,1723,1,13888.0,435.0,2,1,9
10098,2553,0,19698.0,2027.0,2,1,9
10099,5773,1,11872.5,188.25,12,4,1
10100,4038,0,21631.0,2293.0,2,1,9
10101,5773,1,15804.0,1004.0,2,1,9
10102,5138,1,13170.0,263.0,2,1,9
10103,5529,0,15633.0,1200.0,11,4,2
10104,1723,1,20473.0,2154.0,2,1,9
10105,4041,0,21279.0,2245.0,2,1,9
10106,1289,1,15008.8,991.2,15,5,2
10107,5529,1,15770.0,1166.5,6,2,1
10108,315,1,13851.0,517.0,5,2,7
10109,5138,0,18354.0,1778.0,2,1,9
10110,5138,0,17331.0,1509.0,2,1,9
10111,5138,0,17305.0,1503.0,2,1,9
10112,5773,0,15951.0,1248.3333333333333,7,3,7
10113,4038,1,15753.0,1170.0,8,3,6
10114,5773,1,17064.0,1421.0,2,1,9
10115,5773,0,18026.0,1703.0,2,1,9
10116,5773,1,16694.0,1295.0,2,1,9
10117,4041,0,25065.0,2496.0,2,1,9
10118,4038,1,15522.0,903.0,2,1,9
10119,5138,1,18617.0,1824.0,2,1,9
10120,5138,0,14692.0,663.0,2,1,9
10121,5773,0,15202.0,804.0,2,1,9
10122,4041,1,18855.0,1870.0,2,1,9
10123,4038,1,13310.0,294.0,2,1,9
10124,5138,0,15824.0,1104.5,5,2,6
10125,5773,1,13150.0,257.0,2,1,9
10126,4038,1,14176.0,518.0,2,1,9
10127,5773,1,17562.0,1572.0,2,1,9
10128,1723,1,12067.0,89.0,2,1,9
10129,2553,1,21256.0,2241.0,2,1,9
10130,5138,1,14347.0,567.0,2,1,9
10131,5773,1,17107.0,1442.0,2,1,9
10132,5773,1,15746.0,982.0,2,1,9
10133,5773,0,11347.0,43.0,2,1,9
10134,4041,0,13992.0,465.0,2,1,9
10135,5529,1,14742.0,680.0,2,1,9
10136,2553,1,12676.0,173.0,2,1,9
10137,4041,0,20284.0,2114.0,2,1,9
10138,5138,1,16567.0,1255.0,2,1,9
10139,4041,0,14861.0,715.0,2,1,9
10140,4041,0,13113.0,246.0,2,1,9
10141,4038,1,18688.0,1840.0,2,1,9
10142,5529,1,19511.666666666668,2248.6666666666665,8,3,6
10143,5138,1,19185.0,1933.0,2,1,9
10144,4038,0,12864.0,210.0,2,1,9
10145,5773,1,17392.0,1574.5,4,2,8
10146,1723,1,16891.0,1351.0,2,1,9
10147,5138,0,21752.0,2307.0,2,1,9
10148,1289,1,17932.25,1872.0,10,4,6
10149,4038,0,21153.5,2419.5,5,2,7
10150,5529,1,16129.666666666666,1486.0,7,3,4
10151,5773,0,21569.0,2283.0,2,1,9
10152,4038,1,13249.0,348.5,4,2,8
10153,1723,1,13292.0,291.0,2,1,9
10154,5529,0,15283.0,1194.0,11,4,4
10155,5529,1,12527.0,148.0,2,1,9
10156,1289,1,16970.0,1381.0,2,1,9
10157,5138,1,17816.0,1639.0,2,1,9
10158,1723,1,16064.0,1093.0,2,1,9
10159,4041,1,15372.0,854.0,2,1,9
10160,2553,1,20102.0,2092.0,2,1,9
10161,5773,1,12163.0,98.0,2,1,9
10162,4038,0,24627.0,2486.0,2,1,9
10163,5529,1,13629.0,478.5,4,2,8
10164,5529,1,13108.0,308.0,4,2,8
10165,5138,0,24102.0,2476.0,2,1,9
10166,5138,1,16532.0,1242.0,2,1,9
10167,5773,1,15212.0,807.0,2,1,9
10168,5529,0,14601.0,637.0,2,1,9
10169,5773,0,21321.0,2252.0,2,1,9
10170,5138,1,16440.0,1213.0,2,1,9
10171,5529,1,18182.0,1742.0,2,1,9
10172,5138,1,16047.0,1090.0,2,1,9
10173,4041,1,10901.0,33.0,5,2,7
10174,4041,0,18637.0,1831.0,2,1,9
10175,1289,1,16730.0,1310.0,2,1,9
10176,5529,1,24461.0,2483.0,2,1,9
10177,4041,1,18487.0,1801.0,2,1,9
10178,4041,0,19916.0,2058.0,2,1,9
10179,2,1,13414.0,320.0,2,1,9
10180,5529,1,22546.0,2375.0,2,1,9
10181,4041,1,10778.5,31.0,5,2,7
10182,5529,1,15899.0,1029.0,2,1,9
10184,4041,1,22318.0,2350.0,2,1,9
10185,5773,0,17043.0,1415.0,2,1,9
10186,5138,1,14107.0,501.0,2,1,9
10187,5529,1,19689.0,2023.0,2,1,9
10188,4038,1,19341.0,1965.0,2,1,9
10189,5138,0,19178.0,1929.0,2,1,9
10190,1723,0,14241.0,540.0,2,1,9
10191,4041,0,14149.0,513.0,2,1,9
10192,2553,1,18816.0,1887.0,5,2,7
10193,5529,0,15065.0,761.0,2,1,9
10194,1289,1,19443.0,1985.0,2,1,9
10195,5529,0,16415.0,1207.0,2,1,9
10196,1723,1,20011.0,2073.0,2,1,9
10197,5773,1,12961.0,221.0,2,1,9
10198,5138,1,17491.0,1550.0,2,1,9
10199,4038,1,16542.0,1245.0,2,1,9
10200,5773,1,16284.0,1169.0,2,1,9
10201,1289,1,17387.0,1523.0,2,1,9
10202,1723,1,15448.0,884.0,2,1,9
10203,4041,0,23059.0,2394.0,2,1,9
10204,1723,0,21531.0,2273.0,2,1,9
10205,5529,1,18566.0,1811.0,2,1,9
10206,1723,0,28082.0,2535.0,2,1,9
10207,5138,1,9760.0,13.0,2,1,9
10208,2553,1,13113.0,344.0,7,3,7
10209,5138,0,20939.0,2210.0,2,1,9
10210,5773,1,12826.0,204.0,2,1,9
10211,4038,1,21154.0,2229.0,2,1,9
10212,2553,1,20243.0,2110.0,2,1,9
10213,4038,0,22724.0,2381.0,2,1,9
10214,1289,1,18520.0,1805.0,2,1,9
10215,5138,0,21468.0,2265.0,2,1,9
10216,5138,0,16634.0,1275.0,2,1,9
10217,4041,1,13709.0,387.0,2,1,9
10218,5773,0,17250.0,1660.0,7,3,6
10219,5138,1,15183.0,797.0,2,1,9
10220,4041,0,15538.0,907.0,2,1,9
10221,5773,0,17212.0,1473.0,2,1,9
10222,4041,0,16790.0,1321.0,2,1,9
10223,4038,1,13665.0,375.0,2,1,9
10224,4041,0,13651.0,372.0,2,1,9
10225,5138,1,15384.0,859.0,2,1,9
10226,5773,0,23834.0,2450.0,2,1,9
10227,1723,0,22968.0,2387.0,2,1,9
10228,4041,1,22008.0,2323.0,2,1,9
10229,5138,1,17902.0,1668.0,2,1,9
10230,1723,0,20831.0,2195.0,2,1,9
10231,4041,1,20032.0,2081.0,2,1,9
10232,5529,1,22227.0,2345.0,2,1,9
10233,1723,1,21150.0,2228.0,2,1,9
10234,1289,1,18740.0,1847.0,2,1,9
10235,1723,0,21590.0,2286.0,2,1,9
10237,4038,0,19411.0,1979.0,2,1,9
10238,4041,0,17018.0,1402.0,2,1,9
10239,4041,1,10647.0,43.0,5,2,4
10240,1723,0,23309.0,2428.0,2,1,9
10241,5773,1,16952.0,1379.0,2,1,9
10242,5138,1,13926.0,448.0,2,1,9
10243,5773,1,15101.0,1005.25,11,4,1
10244,4041,1,14272.0,550.0,2,1,9
10245,5529,0,20241.0,2109.0,2,1,9
10246,5138,1,10616.0,23.0,2,1,9
10247,5773,1,17277.0,1497.0,2,1,9
10248,5138,0,15991.0,1063.0,2,1,9
10249,5138,1,14102.0,581.5,6,2,1
10250,5773,0,25275.0,2497.0,2,1,9
10251,5138,1,14671.0,658.0,2,1,9
10252,4041,0,15240.0,818.0,2,1,9
10253,5773,0,18187.0,1743.0,2,1,9
10254,5773,0,19224.0,1940.0,2,1,9
10255,5529,1,16467.0,1221.0,2,1,9
10256,1289,0,17646.0,1589.0,2,1,9
10257,5773,1,13227.0,271.0,2,1,9
10258,5138,1,16004.0,1069.0,2,1,9
10259,5138,1,18071.0,1711.0,2,1,9
10260,5138,1,15323.0,1029.5,5,2,4
10261,4038,1,15676.0,949.0,2,1,9
10262,4041,0,17397.0,1527.0,2,1,9
10263,5138,0,20034.0,2082.0,2,1,9
10264,5773,0,13550.0,428.0,4,2,8
10265,5529,1,16404.0,1616.6666666666667,7,3,4
10266,4041,0,17178.0,1462.0,2,1,9
10267,1289,1,15913.0,1039.0,2,1,9
10268,5138,1,17877.0,1659.0,2,1,9
10269,5529,1,14270.5,627.0,4,2,8
10270,5138,1,12781.0,193.0,2,1,9
10271,5773,1,14284.0,554.0,2,1,9
10272,5138,0,23901.0,2462.0,2,1,9
10273,1723,0,12877.0,211.0,2,1,9
10274,2553,1,19691.0,2024.0,2,1,9
10275,5529,1,13167.0,261.0,2,1,9
10276,4038,1,21428.0,2260.0,2,1,9
10277,5138,0,17845.0,1650.0,2,1,9
10278,5773,0,17011.0,1399.0,2,1,9
10279,1289,0,16604.0,1266.0,2,1,9
10280,5773,0,14845.0,707.0,2,1,9
10281,4041,1,16704.0,1527.0,7,3,7
10282,4038,0,19740.0,2037.0,2,1,9
10283,4041,0,15170.0,953.0,5,2,7
10284,5138,0,20336.0,2122.0,2,1,9
10285,5138,1,17824.0,1643.0,2,1,9
10286,5529,1,15425.714285714286,1123.857142857143,21,7,1
10287,5138,1,12730.5,301.5,5,2,5
10288,4038,0,21495.0,2268.0,2,1,9
10289,4038,1,15214.0,1121.5,10,4,4
10290,4041,1,13102.0,240.0,2,1,9
10291,5138,0,20672.0,2180.0,2,1,9
10292,5529,1,18278.0,1764.0,2,1,9
10293,5773,1,15715.0,969.0,2,1,9
10294,5138,1,16089.0,1100.0,2,1,9
10295,5138,1,13388.5,443.0,5,2,7
10296,1723,0,22111.0,2338.0,2,1,9
10297,1723,1,15699.0,961.0,2,1,9
10298,5138,0,17484.0,1547.0,2,1,9
10299,5773,0,19717.0,2033.0,2,1,9
10300,5138,0,20727.0,2185.0,2,1,9
10301,5773,1,16588.0,1262.0,2,1,9
10302,1289,1,16278.333333333334,1388.6666666666667,7,3,7
10303,5529,1,17212.0,1473.0,2,1,9
10304,5773,0,15334.5,999.5,5,2,7
10305,5773,0,19088.0,1906.0,2,1,9
10306,1723,0,20478.0,2156.0,2,1,9
10307,4038,0,18879.0,1874.0,2,1,9
10308,1289,1,12073.0,91.0,2,1,9
10309,4038,0,18164.0,1739.0,2,1,9
10310,5138,1,15273.0,826.0,2,1,9
10311,5138,1,23223.0,2414.0,2,1,9
10312,5529,0,19691.0,2024.0,2,1,9
10313,4038,1,13906.0,443.0,2,1,9
10314,1289,0,23528.0,2443.0,2,1,9
10315,1723,1,21541.0,2279.0,2,1,9
10316,5138,1,20255.0,2112.0,2,1,9
10317,2553,1,14652.0,652.0,2,1,9
10318,1723,1,13707.0,386.0,2,1,9
10319,5773,1,17521.0,1557.0,2,1,9
10320,5773,0,15442.0,880.0,2,1,9
10321,1723,1,20555.0,2166.0,2,1,9
10322,5773,0,19544.0,1998.0,2,1,9
10323,5773,1,16067.0,1094.0,2,1,9
10324,4041,1,17127.0,1445.0,2,1,9
10325,4041,1,21429.0,2261.0,2,1,9
10326,1723,1,19187.0,1935.0,2,1,9
10327,5529,1,14652.0,652.0,2,1,9
10328,5138,1,15559.0,911.0,2,1,9
10329,4041,1,12594.0,166.0,2,1,9
10330,4038,1,15325.0,840.0,2,1,9
10331,5138,1,15227.0,811.0,2,1,9
10332,2553,0,19281.0,1957.0,2,1,9
10333,5138,0,17867.0,1654.0,2,1,9
10334,5138,1,13215.5,343.0,6,2,2
10335,1723,0,26716.0,2526.0,2,1,9
10336,4041,0,23091.0,2403.0,2,1,9
10337,4038,1,16018.333333333334,1279.6666666666667,9,3,2
10338,5529,1,14759.0,689.0,2,1,9
10339,2553,1,17054.0,1557.5,4,2,8
10340,1289,1,19303.0,1958.0,2,1,9
10341,5138,1,20908.0,2204.0,2,1,9
10342,98,1,18284.0,1765.0,2,1,9
10343,4041,1,14951.0,737.0,2,1,9
10344,5529,0,17231.0,1480.0,2,1,9
10345,4041,0,14455.0,611.0,2,1,9
10346,5138,0,13764.0,403.0,2,1,9
10347,5529,0,17042.0,1414.0,2,1,9
10348,5773,0,17088.0,1428.0,2,1,9
10349,5773,1,15835.0,1011.0,2,1,9
10350,5773,0,14615.0,644.0,2,1,9
10351,1723,0,17636.0,1587.0,2,1,9
10352,5138,0,18398.0,1784.0,2,1,9
10353,5773,1,14009.0,473.0,2,1,9
10354,4038,1,13293.0,292.0,2,1,9
10355,4041,0,17669.0,1597.0,2,1,9
10356,4038,1,22469.0,2367.0,2,1,9
10357,5529,0,24062.0,2472.0,2,1,9
10358,1723,0,18991.0,1888.0,2,1,9
10359,4041,0,20589.0,2169.0,2,1,9
10360,4038,1,15989.0,1062.0,2,1,9
10361,1723,1,16878.0,1344.0,2,1,9
10362,5773,1,15116.0,770.0,2,1,9
10363,4041,1,11801.0,63.0,2,1,9
10364,5529,0,19862.0,2050.0,2,1,9
10365,5529,1,15174.0,793.0,2,1,9
10366,1723,0,27279.0,2530.0,2,1,9
10367,4038,1,12018.6,146.0,13,5,4
10368,4041,1,25636.0,2513.0,2,1,9
10369,5529,1,17868.0,1655.0,2,1,9
10370,4041,0,22082.0,2333.0,2,1,9
10371,5138,0,18788.0,1851.0,2,1,9
10372,5773,0,14312.0,560.0,2,1,9
10373,4038,1,15020.0,755.0,2,1,9
10374,4038,1,12731.0,309.5,5,2,5
10375,1723,0,17267.0,1491.0,2,1,9
10376,5773,1,20586.333333333332,2364.0,7,3,7
10377,5529,1,16181.333333333334,1317.3333333333333,7,3,7
10378,4038,0,18817.0,1860.0,2,1,9
10379,5773,1,16262.0,1162.0,2,1,9
10380,5773,0,14496.0,614.0,2,1,9
10381,5529,0,24471.0,2484.0,2,1,9
10382,4038,1,13905.5,536.5,5,2,7
10384,5773,1,19707.0,2031.0,2,1,9
10385,5138,0,19254.0,1953.0,2,1,9
10386,5773,0,15911.0,1037.0,2,1,9
10387,5773,0,26716.0,2526.0,2,1,9
10388,4041,0,22335.0,2353.0,2,1,9
10389,4041,1,14077.0,492.0,2,1,9
10390,5773,1,15596.0,921.0,2,1,9
10391,315,1,13596.5,458.0,5,2,7
10392,2553,1,21094.0,2225.0,2,1,9
10393,4041,1,21643.0,2296.0,2,1,9
10394,5138,1,13857.0,512.0,4,2,8
10395,5773,0,23851.0,2454.0,2,1,9
10396,5138,0,15353.0,1114.75,10,4,4
10397,5138,0,17357.0,1866.8,13,5,5
10398,4041,1,20865.0,2200.0,2,1,9
10399,5138,1,14782.0,695.0,2,1,9
10400,1289,1,18591.0,1818.0,2,1,9
10401,5529,1,23386.0,2432.0,2,1,9
10402,5773,0,16245.5,1289.5,4,2,8
10403,5138,0,21786.0,2308.0,2,1,9
10404,5138,1,17899.0,1667.0,2,1,9
10405,4041,1,18271.0,1761.0,2,1,9
10406,5529,1,12648.0,233.33333333333334,9,3,1
10407,5138,1,16773.0,1318.0,2,1,9
10408,5138,0,14243.0,543.0,2,1,9
10409,4041,0,20410.0,2142.0,2,1,9
10410,4041,1,14415.0,597.0,2,1,9
10411,5138,1,15735.0,979.0,2,1,9
10412,4038,1,17590.0,1750.3333333333333,8,3,6
10413,5529,0,13269.0,283.0,2,1,9
10414,1289,0,17346.666666666668,1714.3333333333333,7,3,6
10415,4041,0,16840.0,1338.0,2,1,9
10416,4038,1,14583.0,632.0,2,1,9
10417,5773,1,18121.0,1724.0,2,1,9
10418,5138,0,23053.0,2392.0,2,1,9
10419,5138,1,22430.0,2363.0,2,1,9
10420,5529,1,14923.0,730.0,2,1,9
10421,4041,1,12808.0,202.0,2,1,9
10422,5773,0,22494.0,2371.0,2,1,9
10423,4041,1,15413.0,872.0,2,1,9
10424,4038,1,15433.0,875.0,2,1,9
10425,5138,1,15681.0,956.0,2,1,9
10426,4038,0,14156.0,514.0,2,1,9
10427,5773,0,21584.5,2410.0,4,2,8
10428,4038,1,22900.0,2483.5,4,2,8
10429,5529,1,14991.0,749.0,2,1,9
10430,5529,1,12440.0,136.0,2,1,9
10431,5773,1,20494.0,2161.0,2,1,9
10432,5138,1,17067.0,1422.0,2,1,9
10433,4041,0,14310.0,559.0,2,1,9
10434,1289,1,13846.0,424.0,2,1,9
10435,5529,1,14552.0,929.0,10,4,6
10436,5773,1,14304.0,557.0,2,1,9
10437,4041,0,14282.0,553.0,2,1,9
10438,4038,1,14182.0,520.0,2,1,9
10439,1723,0,17595.0,1581.0,2,1,9
10440,4041,0,23269.0,2418.0,2,1,9
10441,5529,1,16231.0,1152.0,2,1,9
10442,5138,1,14086.0,628.0,4,2,8
10443,5138,1,16125.0,1111.0,2,1,9
10444,5529,1,20669.0,2179.0,2,1,9
10445,2553,1,15746.0,982.0,2,1,9
10446,5529,0,17485.0,1548.0,2,1,9
10447,5138,1,19851.0,2049.0,2,1,9
10448,4041,1,16708.0,1303.0,2,1,9
10449,1289,1,17147.0,1450.0,2,1,9
10450,5529,1,15410.0,870.0,2,1,9
10451,5138,1,11531.0,48.0,2,1,9
10452,4041,1,16591.0,1264.0,2,1,9
10453,4041,1,12547.5,177.0,5,2,6
10454,630,1,28345.0,2540.0,2,1,9
10455,4041,0,21164.0,2234.0,2,1,9
10456,5529,0,9777.0,14.0,2,1,9
10457,5773,1,17758.0,1618.0,2,1,9
10458,5773,0,21527.0,2271.0,2,1,9
10459,5529,1,19349.0,1967.0,2,1,9
10460,4038,1,17637.0,1588.0,2,1,9
10461,5529,1,15289.0,834.0,2,1,9
10462,1289,1,14691.0,936.0,5,2,4
10463,5138,1,15226.0,1099.0,5,2,4
10464,4038,1,16223.0,1147.0,2,1,9
10465,5773,0,18345.0,1777.0,2,1,9
10466,4041,1,18217.0,1751.0,2,1,9
10467,5773,1,17891.0,1666.0,2,1,9
10468,4041,1,16147.0,1120.0,2,1,9
10469,2553,0,24314.0,2481.0,2,1,9
10470,5773,1,22563.0,2376.0,2,1,9
10471,4041,0,13924.0,446.0,2,1,9
10472,5529,0,21531.0,2273.0,2,1,9
10473,5773,1,17263.666666666668,1932.0,7,3,4
10474,5138,1,19380.0,1974.0,2,1,9
10475,2553,1,15868.333333333334,1205.3333333333333,8,3,6
10476,5138,0,14190.0,521.0,2,1,9
10477,5138,1,14885.0,718.0,2,1,9
10478,1723,0,16252.0,1157.0,2,1,9
10479,5529,1,13900.5,530.5,4,2,8
10480,5529,1,16117.0,1107.0,2,1,9
10481,5773,1,16840.0,1338.0,2,1,9
10482,5773,0,17854.0,1651.0,2,1,9
10483,4038,1,15554.5,1387.0,5,2,4
10484,4038,0,18040.0,1707.0,2,1,9
10485,5773,0,14205.0,524.0,2,1,9
10486,2553,1,14384.0,585.0,2,1,9
10487,4038,1,18170.0,1741.0,2,1,9
10488,5529,1,15952.0,1052.0,2,1,9
10489,630,0,20582.0,2168.0,2,1,9
10490,5773,0,16710.0,1500.0,5,2,7
10491,630,0,24975.0,2494.0,2,1,9
10492,4041,1,19372.0,1971.0,2,1,9
10493,2553,1,19064.0,1900.0,2,1,9
10494,5529,1,15815.333333333334,1217.3333333333333,7,3,7
10495,1723,0,17578.0,1676.5,5,2,7
10496,5773,0,16048.0,1091.0,2,1,9
10497,5773,1,17779.0,1627.0,2,1,9
10498,5529,1,16947.0,1374.0,2,1,9
10499,5529,0,16539.0,1243.0,2,1,9
10500,4041,0,13537.0,343.0,2,1,9
10501,4041,1,13650.0,371.0,2,1,9
10502,2553,0,15386.0,860.0,2,1,9
10503,5529,0,15307.0,838.0,2,1,9
10504,4041,0,19886.0,2052.0,2,1,9
10505,4041,1,17716.0,1750.3333333333333,7,3,6
10506,4041,0,14806.5,830.0,5,2,7
10507,5138,1,14739.0,678.0,2,1,9
10508,1723,1,16340.0,1181.0,2,1,9
10509,4041,1,13787.0,409.0,2,1,9
10510,4041,1,14207.0,526.0,2,1,9
10511,5138,1,19185.0,1933.0,2,1,9
10512,2553,1,17653.0,1592.0,2,1,9
10513,5138,0,15360.0,850.0,2,1,9
10514,5529,1,14271.0,739.25,12,4,1
10515,1289,0,13614.0,361.0,2,1,9
10516,5138,0,16721.0,1308.0,2,1,9
10517,2553,1,18034.0,1705.0,2,1,9
10518,5529,0,20246.0,2111.0,2,1,9
10519,315,1,14636.0,648.0,2,1,9
10520,5773,1,14971.0,742.0,2,1,9
10521,4041,0,20012.0,2074.0,2,1,9
10522,5529,1,16584.0,1261.0,2,1,9
10523,4041,0,14362.0,573.0,2,1,9
10524,5138,1,19102.0,1912.0,2,1,9
10525,4041,0,16186.0,1134.0,2,1,9
10526,1723,1,8584.0,3.0,2,1,9
10527,1723,0,18816.0,1858.0,2,1,9
10528,5529,1,13105.0,242.0,2,1,9
10529,4041,1,16350.0,1184.0,2,1,9
10530,5138,1,14707.0,667.0,2,1,9
10531,5138,1,17467.0,1543.0,2,1,9
10532,5773,1,23281.0,2421.0,2,1,9
10533,5138,1,16058.0,1092.0,2,1,9
10534,1723,1,13788.0,411.0,2,1,9
10535,630,1,17533.0,1560.0,2,1,9
10536,5773,1,16979.0,1387.0,2,1,9
10537,5138,0,18119.0,1721.0,2,1,9
10538,5529,1,17796.0,1635.0,2,1,9
10539,5529,1,17660.0,1594.0,2,1,9
10540,4041,0,13014.0,226.0,2,1,9
10541,4041,1,15199.0,802.0,2,1,9
10542,4041,0,16021.0,1261.5,5,2,7
10543,4038,0,13113.0,246.0,2,1,9
10544,4041,0,16687.0,1292.0,2,1,9
10545,5138,1,15287.0,833.0,2,1,9
10546,4041,1,19843.0,2046.0,2,1,9
10547,4038,0,19104.0,1914.0,2,1,9
10548,5529,1,15704.0,962.0,2,1,9
10549,5138,1,17546.0,1564.0,2,1,9
10550,4038,1,16673.0,1289.0,2,1,9
10551,4041,1,16735.0,1311.0,2,1,9
10552,1723,0,25327.0,2503.0,2,1,9
10553,5138,1,18117.0,1720.0,2,1,9
10554,5773,1,17504.5,1597.5,4,2,8
10555,5138,0,21624.0,2291.0,2,1,9
10556,2553,1,15179.0,796.0,2,1,9
10557,630,1,21348.0,2255.0,2,1,9
10558,4041,1,18516.666666666668,2279.6666666666665,7,3,4
10559,5773,1,12296.0,112.0,2,1,9
10560,4041,0,16326.0,1180.0,2,1,9
10561,5138,1,17007.0,1397.0,2,1,9
10562,4041,0,18531.0,1808.0,2,1,9
10563,4041,1,10707.0,28.0,2,1,9
10564,4038,0,15325.0,840.0,2,1,9
10565,1723,1,16982.0,1390.0,2,1,9
10566,2553,1,15741.25,1198.25,10,4,6
10567,5773,1,15107.5,859.0,5,2,6
10568,5529,0,17328.5,1636.0,4,2,8
10569,5529,0,22095.0,2335.0,2,1,9
10570,5773,1,13600.0,356.0,2,1,9
10571,4041,0,10971.0,30.0,2,1,9
10572,5138,0,13134.0,253.0,2,1,9
10573,5529,1,13271.0,284.0,2,1,9
10574,4038,0,16576.0,1258.0,2,1,9
10575,5773,1,14172.5,617.5,5,2,7
10576,5529,1,12339.0,120.0,2,1,9
10577,5529,0,25325.0,2502.0,2,1,9
10578,5773,1,23146.0,2407.0,2,1,9
10579,4038,1,14964.0,741.0,2,1,9
10580,5529,1,18521.0,1806.0,2,1,9
10581,5138,0,17091.0,1432.0,2,1,9
10582,5529,1,17331.0,1509.0,2,1,9
10583,4041,1,18816.0,1858.0,2,1,9
10584,5529,1,17939.0,1680.0,2,1,9
10585,630,1,20052.0,2225.0,4,2,8
10586,2553,1,17590.0,1579.0,2,1,9
10587,4038,0,14667.0,657.0,2,1,9
10588,1723,0,19246.0,1947.0,2,1,9
10589,4041,1,15218.0,809.0,2,1,9
10590,5138,1,15402.0,864.0,2,1,9
10591,4038,0,19512.5,2099.0,4,2,8
10592,4038,0,21357.0,2258.0,2,1,9
10593,315,1,13958.0,452.0,2,1,9
10594,5773,1,18966.0,1881.0,2,1,9
10595,4041,1,15379.5,1338.5,5,2,5
10596,5138,1,19613.0,2009.0,2,1,9
10597,4038,1,26195.0,2520.0,2,1,9
10598,5138,0,17271.0,1493.0,2,1,9
10599,5529,1,13107.5,307.5,4,2,8
10600,5529,1,17963.0,1685.0,2,1,9
10601,4041,0,20589.0,2169.0,2,1,9
10602,5138,1,14126.0,617.0,4,2,8
10603,5529,0,20386.0,2135.0,2,1,9
10604,1723,0,16942.0,1371.0,2,1,9
10605,5529,0,23215.0,2413.0,2,1,9
10606,5773,0,16831.0,1334.0,2,1,9
10607,2553,1,18379.0,1782.0,2,1,9
10608,4041,0,17910.0,1672.0,2,1,9
10609,4041,1,17843.0,1648.0,2,1,9
10610,4041,0,15938.0,1046.0,2,1,9
10611,4038,1,20988.0,2364.0,5,2,7
10612,5138,0,18327.0,1775.0,2,1,9
10613,5138,1,13529.0,451.0,10,4,6
10614,5138,1,17454.0,1538.0,2,1,9
10615,5529,1,17194.0,1466.0,2,1,9
10616,4041,1,13863.0,429.0,2,1,9
10617,5529,0,15374.0,855.0,2,1,9
10618,1723,1,14592.0,634.0,2,1,9
10619,5773,1,15507.0,897.0,2,1,9
10620,5529,0,18148.0,1733.0,2,1,9
10621,5773,1,16595.5,1583.25,12,4,1
10622,1723,0,18902.0,1876.0,2,1,9
10623,5529,1,12532.0,151.0,2,1,9
10624,1723,0,17558.0,1570.0,2,1,9
10625,4041,1,16702.0,1299.0,2,1,9
10626,4041,0,16770.0,1316.0,2,1,9
10627,2553,0,17763.0,1622.0,2,1,9
10628,5138,1,14081.5,584.5,4,2,8
10629,5529,1,16042.0,1088.0,2,1,9
10630,4041,1,13615.0,362.0,2,1,9
10631,5529,1,12230.666666666666,147.0,8,3,6
10632,5138,1,13875.0,432.0,2,1,9
10633,5773,0,16689.0,1293.0,2,1,9
10634,4038,0,20344.0,2319.5,5,2,7
10635,630,1,16054.5,1313.25,10,4,6
10636,2553,1,15191.333333333334,1003.3333333333334,7,3,7
10637,1289,1,22320.0,2351.0,2,1,9
10639,315,0,26146.0,2517.0,2,1,9
10640,4041,0,17815.0,1638.0,2,1,9
10641,5773,1,15140.0,918.0,6,2,2
10642,5529,1,17828.0,1644.0,2,1,9
10643,5138,0,14557.0,627.0,2,1,9
